,census_area,Rebate_dol,Fuel_Esc_Rate,Temp_Projection,NPV_weighted2,CO2_lbs_saved_weighted2,CO2_driving_miles_saved_weighted2,Heating_Days_Above5_weighted2,Heating_Days_Below5_weighted2,Heating_Days_Covered
237,Haines Borough,4000,0.06,0.0,15033.539131590791,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
238,Haines Borough,4000,0.06,1.5,14161.662187943819,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
239,Haines Borough,4000,0.06,3.0,13229.86944360014,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
240,Haines Borough,4000,0.09,0.0,18320.388327364388,2146.1742392857714,2406.3783350310105,352.50409165302784,4.950900163666121,0.9861495844875346
241,Haines Borough,4000,0.09,1.5,17263.95162747715,2050.0770354904457,2298.6302197861414,349.5335515548282,4.950900163666121,0.9860335195530726
242,Haines Borough,4000,0.09,3.0,16134.916092146043,1946.882437052423,2182.9242153863665,348.54337152209496,3.960720130932897,0.9887640449438203
243,Hoonah-Angoon Census Area,0,0.03,0.0,1426.116757723074,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
244,Hoonah-Angoon Census Area,0,0.03,1.5,1352.3614084743774,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
245,Hoonah-Angoon Census Area,0,0.03,3.0,1186.0197440234826,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
246,Hoonah-Angoon Census Area,0,0.06,0.0,2703.4399069055426,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
247,Hoonah-Angoon Census Area,0,0.06,1.5,2614.7544481600453,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
248,Hoonah-Angoon Census Area,0,0.06,3.0,2414.740659728587,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
249,Hoonah-Angoon Census Area,0,0.09,0.0,4309.537835081022,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
250,Hoonah-Angoon Census Area,0,0.09,1.5,4202.079352496105,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
251,Hoonah-Angoon Census Area,0,0.09,3.0,3959.726451525219,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
252,Hoonah-Angoon Census Area,2000,0.03,0.0,3356.65234363249,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
253,Hoonah-Angoon Census Area,2000,0.03,1.5,3282.896994383794,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
254,Hoonah-Angoon Census Area,2000,0.03,3.0,3116.5553299329003,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
255,Hoonah-Angoon Census Area,2000,0.06,0.0,4633.9754928149605,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
256,Hoonah-Angoon Census Area,2000,0.06,1.5,4545.290034069463,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
257,Hoonah-Angoon Census Area,2000,0.06,3.0,4345.276245638005,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
258,Hoonah-Angoon Census Area,2000,0.09,0.0,6240.07342099044,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
259,Hoonah-Angoon Census Area,2000,0.09,1.5,6132.614938405522,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
260,Hoonah-Angoon Census Area,2000,0.09,3.0,5890.262037434638,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
261,Hoonah-Angoon Census Area,4000,0.03,0.0,5287.1879295419085,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
262,Hoonah-Angoon Census Area,4000,0.03,1.5,5213.432580293212,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
263,Hoonah-Angoon Census Area,4000,0.03,3.0,5047.090915842317,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
264,Hoonah-Angoon Census Area,4000,0.06,0.0,6564.5110787243775,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
265,Hoonah-Angoon Census Area,4000,0.06,1.5,6475.825619978882,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
266,Hoonah-Angoon Census Area,4000,0.06,3.0,6275.811831547422,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
267,Hoonah-Angoon Census Area,4000,0.09,0.0,8170.609006899858,1991.075240308559,2232.474993870803,350.2628055355859,1.8863227893601726,0.9946433978174736
268,Hoonah-Angoon Census Area,4000,0.09,1.5,8063.150524314941,1904.6123646324818,2135.5292813546407,350.04408698777854,1.5524622573687994,0.9955845349998405
269,Hoonah-Angoon Census Area,4000,0.09,3.0,7820.797623344055,1809.0501519423349,2028.3810200178896,349.4126797268152,1.5090582314881382,0.9956997299732185
270,Juneau City and Borough,0,0.03,0.0,14717.453058373636,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
271,Juneau City and Borough,0,0.03,1.5,13492.802006340407,5357.396607583489,6006.93219248958,350.7510773130545,0.9716096324461343,0.9972375690607735
272,Juneau City and Borough,0,0.03,3.0,12171.628424016022,4997.192861725933,5603.057020398661,351.72268694550064,0.0,1.0
273,Juneau City and Borough,0,0.06,0.0,18483.391953751037,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
274,Juneau City and Borough,0,0.06,1.5,17010.83787517833,5357.396607583489,6006.93219248958,350.7510773130545,0.9716096324461343,0.9972375690607735
275,Juneau City and Borough,0,0.06,3.0,15422.222453728875,4997.192861725933,5603.057020398661,351.72268694550064,0.0,1.0
276,Juneau City and Borough,0,0.09,0.0,23218.659345853288,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
277,Juneau City and Borough,0,0.09,1.5,21434.393593090434,5357.396607583489,6006.93219248958,350.7510773130545,0.9716096324461343,0.9972375690607735
278,Juneau City and Borough,0,0.09,3.0,19509.49851993253,4997.192861725933,5603.057020398661,351.72268694550064,0.0,1.0
279,Juneau City and Borough,2000,0.03,0.0,16660.672323265906,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
280,Juneau City and Borough,2000,0.03,1.5,15436.021271232676,5357.396607583489,6006.93219248958,350.7510773130545,0.9716096324461343,0.9972375690607735
281,Juneau City and Borough,2000,0.03,3.0,14114.847688908294,4997.192861725933,5603.057020398661,351.72268694550064,0.0,1.0
282,Juneau City and Borough,2000,0.06,0.0,20426.611218643306,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
283,Juneau City and Borough,2000,0.06,1.5,18954.0571400706,5357.396607583489,6006.93219248958,350.7510773130545,0.9716096324461343,0.9972375690607735
284,Juneau City and Borough,2000,0.06,3.0,17365.441718621143,4997.192861725933,5603.057020398661,351.72268694550064,0.0,1.0
285,Juneau City and Borough,2000,0.09,0.0,25161.878610745556,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
286,Juneau City and Borough,2000,0.09,1.5,23377.612857982702,5357.396607583489,6006.93219248958,350.7510773130545,0.9716096324461343,0.9972375690607735
287,Juneau City and Borough,2000,0.09,3.0,21452.7177848248,4997.192861725933,5603.057020398661,351.72268694550064,0.0,1.0
288,Juneau City and Borough,4000,0.03,0.0,18603.891588158178,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
289,Juneau City and Borough,4000,0.03,1.5,17379.240536124948,5357.396607583489,6006.93219248958,350.7510773130545,0.9716096324461343,0.9972375690607735
290,Juneau City and Borough,4000,0.03,3.0,16058.06695380056,4997.192861725933,5603.057020398661,351.72268694550064,0.0,1.0
291,Juneau City and Borough,4000,0.06,0.0,22369.830483535574,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
292,Juneau City and Borough,4000,0.06,1.5,20897.276404962868,5357.396607583489,6006.93219248958,350.7510773130545,0.9716096324461343,0.9972375690607735
293,Juneau City and Borough,4000,0.06,3.0,19308.66098351341,4997.192861725933,5603.057020398661,351.72268694550064,0.0,1.0
294,Juneau City and Borough,4000,0.09,0.0,27105.097875637824,5686.958337971685,6376.450283586139,351.72268694550064,2.9148288973384027,0.9917808219178083
