FIPS,NAME,timestamp,db_temp,Month
228740,Glennallen CDP,2022-01-01 00:00:00,2.6872158184488377,01
228740,Glennallen CDP,2022-01-01 01:00:00,1.9046025959044393,01
228740,Glennallen CDP,2022-01-01 02:00:00,1.578596349817996,01
228740,Glennallen CDP,2022-01-01 03:00:00,1.2790411143994262,01
228740,Glennallen CDP,2022-01-01 04:00:00,0.8471283844226818,01
228740,Glennallen CDP,2022-01-01 05:00:00,0.5236033711906423,01
228740,Glennallen CDP,2022-01-01 06:00:00,0.04037480245113301,01
228740,Glennallen CDP,2022-01-01 07:00:00,1.6774062108628307,01
228740,Glennallen CDP,2022-01-01 08:00:00,1.9936519011285654,01
228740,Glennallen CDP,2022-01-01 09:00:00,4.820466793147762,01
228740,Glennallen CDP,2022-01-01 10:00:00,7.118278873822099,01
228740,Glennallen CDP,2022-01-01 11:00:00,8.60813340514677,01
228740,Glennallen CDP,2022-01-01 12:00:00,9.001528991233283,01
228740,Glennallen CDP,2022-01-01 13:00:00,8.045058845345409,01
228740,Glennallen CDP,2022-01-01 14:00:00,6.6005630469867675,01
228740,Glennallen CDP,2022-01-01 15:00:00,4.7325941572117465,01
228740,Glennallen CDP,2022-01-01 16:00:00,2.7965009336981304,01
228740,Glennallen CDP,2022-01-01 17:00:00,1.17879003160785,01
228740,Glennallen CDP,2022-01-01 18:00:00,-0.20115572164988293,01
228740,Glennallen CDP,2022-01-01 19:00:00,0.13924014025978337,01
228740,Glennallen CDP,2022-01-01 20:00:00,-0.6237140125537266,01
228740,Glennallen CDP,2022-01-01 21:00:00,-1.3623390675320195,01
228740,Glennallen CDP,2022-01-01 22:00:00,-2.252562745072531,01
228740,Glennallen CDP,2022-01-01 23:00:00,-3.19506830346495,01
228740,Glennallen CDP,2022-01-02 00:00:00,-4.36357994953196,01
228740,Glennallen CDP,2022-01-02 01:00:00,-5.4581269382156705,01
228740,Glennallen CDP,2022-01-02 02:00:00,-6.647717532092358,01
228740,Glennallen CDP,2022-01-02 03:00:00,-7.891816960691521,01
228740,Glennallen CDP,2022-01-02 04:00:00,-8.955612713762818,01
228740,Glennallen CDP,2022-01-02 05:00:00,-9.881736105416557,01
228740,Glennallen CDP,2022-01-02 06:00:00,-10.968219213121863,01
228740,Glennallen CDP,2022-01-02 07:00:00,-9.935916314743857,01
228740,Glennallen CDP,2022-01-02 08:00:00,-10.662781847305915,01
228740,Glennallen CDP,2022-01-02 09:00:00,-11.325000554441587,01
228740,Glennallen CDP,2022-01-02 10:00:00,-12.167521595263324,01
228740,Glennallen CDP,2022-01-02 11:00:00,-12.861331866315247,01
228740,Glennallen CDP,2022-01-02 12:00:00,-13.563562067628801,01
228740,Glennallen CDP,2022-01-02 13:00:00,-14.095155933176365,01
228740,Glennallen CDP,2022-01-02 14:00:00,-14.458564462443434,01
228740,Glennallen CDP,2022-01-02 15:00:00,-14.863955106080006,01
228740,Glennallen CDP,2022-01-02 16:00:00,-15.055777191861026,01
228740,Glennallen CDP,2022-01-02 17:00:00,-15.407299604343208,01
228740,Glennallen CDP,2022-01-02 18:00:00,-15.683993884370572,01
228740,Glennallen CDP,2022-01-02 19:00:00,-15.27905615420741,01
228740,Glennallen CDP,2022-01-02 20:00:00,-15.472508661401207,01
228740,Glennallen CDP,2022-01-02 21:00:00,-15.316240513925415,01
228740,Glennallen CDP,2022-01-02 22:00:00,-15.161820711325177,01
