FIPS,NAME,db_temp,Month
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
263870,Port Protection CDP,,01
