FIPS,NAME,timestamp,db_temp,Month
266510,Salamatof CDP,2022-01-01 00:00:00,24.844439697265624,01
266510,Salamatof CDP,2022-01-01 01:00:00,23.985446166992187,01
266510,Salamatof CDP,2022-01-01 02:00:00,23.862261962890624,01
266510,Salamatof CDP,2022-01-01 03:00:00,23.489495849609376,01
266510,Salamatof CDP,2022-01-01 04:00:00,23.865283203125,01
266510,Salamatof CDP,2022-01-01 05:00:00,24.166500854492188,01
266510,Salamatof CDP,2022-01-01 06:00:00,24.10313720703125,01
266510,Salamatof CDP,2022-01-01 07:00:00,23.238677978515625,01
266510,Salamatof CDP,2022-01-01 08:00:00,23.667721557617185,01
266510,Salamatof CDP,2022-01-01 09:00:00,23.611828613281247,01
266510,Salamatof CDP,2022-01-01 10:00:00,22.913372802734372,01
266510,Salamatof CDP,2022-01-01 11:00:00,21.72965087890625,01
266510,Salamatof CDP,2022-01-01 12:00:00,20.7805419921875,01
266510,Salamatof CDP,2022-01-01 13:00:00,19.443780517578126,01
266510,Salamatof CDP,2022-01-01 14:00:00,17.701760864257814,01
266510,Salamatof CDP,2022-01-01 15:00:00,16.43476257324219,01
266510,Salamatof CDP,2022-01-01 16:00:00,15.183392333984376,01
266510,Salamatof CDP,2022-01-01 17:00:00,14.140185546875,01
266510,Salamatof CDP,2022-01-01 18:00:00,13.164077758789062,01
266510,Salamatof CDP,2022-01-01 19:00:00,12.429202270507812,01
266510,Salamatof CDP,2022-01-01 20:00:00,12.032678222656248,01
266510,Salamatof CDP,2022-01-01 21:00:00,11.747665405273438,01
266510,Salamatof CDP,2022-01-01 22:00:00,11.434994506835938,01
266510,Salamatof CDP,2022-01-01 23:00:00,11.221887207031248,01
266510,Salamatof CDP,2022-01-02 00:00:00,11.001995849609376,01
266510,Salamatof CDP,2022-01-02 01:00:00,10.634667968749998,01
266510,Salamatof CDP,2022-01-02 02:00:00,10.473196411132811,01
266510,Salamatof CDP,2022-01-02 03:00:00,10.456661987304688,01
266510,Salamatof CDP,2022-01-02 04:00:00,10.491708374023435,01
266510,Salamatof CDP,2022-01-02 05:00:00,10.517471313476562,01
266510,Salamatof CDP,2022-01-02 06:00:00,10.27445373535156,01
266510,Salamatof CDP,2022-01-02 07:00:00,9.877188110351561,01
266510,Salamatof CDP,2022-01-02 08:00:00,9.83719787597656,01
266510,Salamatof CDP,2022-01-02 09:00:00,9.779025268554687,01
266510,Salamatof CDP,2022-01-02 10:00:00,9.566439819335937,01
266510,Salamatof CDP,2022-01-02 11:00:00,9.644003295898436,01
266510,Salamatof CDP,2022-01-02 12:00:00,9.993505859374999,01
266510,Salamatof CDP,2022-01-02 13:00:00,10.302331542968748,01
266510,Salamatof CDP,2022-01-02 14:00:00,10.473883056640624,01
266510,Salamatof CDP,2022-01-02 15:00:00,10.587371826171875,01
266510,Salamatof CDP,2022-01-02 16:00:00,10.603054809570313,01
266510,Salamatof CDP,2022-01-02 17:00:00,10.604922485351562,01
266510,Salamatof CDP,2022-01-02 18:00:00,10.531863403320312,01
266510,Salamatof CDP,2022-01-02 19:00:00,11.910784912109374,01
266510,Salamatof CDP,2022-01-02 20:00:00,11.879061889648437,01
266510,Salamatof CDP,2022-01-02 21:00:00,11.851403808593748,01
266510,Salamatof CDP,2022-01-02 22:00:00,11.831628417968748,01
266510,Salamatof CDP,2022-01-02 23:00:00,11.721792602539061,01
266510,Salamatof CDP,2022-01-03 00:00:00,11.626568603515626,01
266510,Salamatof CDP,2022-01-03 01:00:00,11.30714111328125,01
266510,Salamatof CDP,2022-01-03 02:00:00,11.0211669921875,01
266510,Salamatof CDP,2022-01-03 03:00:00,10.748733520507812,01
266510,Salamatof CDP,2022-01-03 04:00:00,10.433233642578124,01
266510,Salamatof CDP,2022-01-03 05:00:00,10.107022094726563,01
266510,Salamatof CDP,2022-01-03 06:00:00,9.722198486328125,01
266510,Salamatof CDP,2022-01-03 07:00:00,9.578909301757811,01
266510,Salamatof CDP,2022-01-03 08:00:00,9.152474975585935,01
266510,Salamatof CDP,2022-01-03 09:00:00,8.733374023437499,01
266510,Salamatof CDP,2022-01-03 10:00:00,8.499420166015625,01
266510,Salamatof CDP,2022-01-03 11:00:00,8.29361877441406,01
266510,Salamatof CDP,2022-01-03 12:00:00,8.256594848632812,01
266510,Salamatof CDP,2022-01-03 13:00:00,8.168786621093748,01
266510,Salamatof CDP,2022-01-03 14:00:00,8.190841674804688,01
266510,Salamatof CDP,2022-01-03 15:00:00,8.30018310546875,01
266510,Salamatof CDP,2022-01-03 16:00:00,8.450448608398435,01
266510,Salamatof CDP,2022-01-03 17:00:00,8.598846435546875,01
266510,Salamatof CDP,2022-01-03 18:00:00,8.728265380859373,01
266510,Salamatof CDP,2022-01-03 19:00:00,9.410845947265624,01
266510,Salamatof CDP,2022-01-03 20:00:00,9.477999877929687,01
266510,Salamatof CDP,2022-01-03 21:00:00,9.64512939453125,01
266510,Salamatof CDP,2022-01-03 22:00:00,9.786578369140624,01
266510,Salamatof CDP,2022-01-03 23:00:00,9.819757080078123,01
266510,Salamatof CDP,2022-01-04 00:00:00,9.861944580078124,01
266510,Salamatof CDP,2022-01-04 01:00:00,9.857797241210935,01
