BLOCK,FIPS,date,mean_2m_air_temperature,maximum_2m_air_temperature,minimum_2m_air_temperature,temperature_2m,temperature_2m_max,temperature_2m_min
3102,021580001003102,1.0,,,,264.9744980494182,268.3021713256836,261.72167205810547
3091,021580001003091,1.0,,,,265.15045019785566,268.1054626464844,262.22826232910154
3000,021580001003000,1.0,,,,264.6521467085239,267.8662968998697,261.4313339811964
1151,021580001001151,1.0,,,,264.7813347257988,268.1361726917085,261.8622129923503
4194,021580001004194,1.0,,,,265.66801204681394,268.62720794677733,262.9241058349609
4190,021580001004190,1.0,,,,265.66801204681394,268.62720794677733,262.9241058349609
2058,021580001002058,1.0,,,,264.35086523691814,267.95081481933596,260.99487762451173
3103,021580001003103,1.0,,,,264.9744980494182,268.3021713256836,261.72167205810547
4188,021580001004188,1.0,,,,264.92211360931395,268.1947677612305,261.9621292114258
3047,021580001003047,1.0,,,,265.1534042994182,268.170231628418,262.0427551269531
3059,021580001003059,1.0,,,,265.12198340098064,268.2862045288086,261.9602813720703
1155,021580001001155,1.0,,,,264.7622666041056,268.13407745361326,261.83654632568357
1161,021580001001161,1.0,,,,264.7622666041056,268.13407745361326,261.83654632568357
1109,021580001001109,1.0,,,,265.08980615890096,268.2416963934954,262.461996717706
2071,021580001002071,1.0,,,,264.51250260670986,267.9673324584961,261.1592758178711
1180,021580001001180,1.0,,,,265.2395328816143,268.362636171134,262.6299647293629
2055,021580001002055,1.0,,,,264.3478085298604,267.9484742581115,260.99216985585747
1000,021580001001000,1.0,,,,264.6956494833551,267.67483767370135,261.65702053246207
3053,021580001003053,1.0,,,,265.1534042994182,268.170231628418,262.0427551269531
2036,021580001002036,1.0,,,,264.53211340058994,267.9620208644477,261.21402835278695
4004,021580001004004,1.0,,,,265.3023527567141,268.216151557242,262.44078494081293
3010,021580001003010,1.0,,,,265.14483496348066,268.2018606012518,262.0202622847124
2026,021580001002026,1.0,,,,263.6003388517994,267.467707604877,260.2142236677266
4192,021580001004192,1.0,,,,265.66801204681394,268.62720794677733,262.9241058349609
4021,021580001004021,1.0,,,,264.92211360931395,268.1947677612305,261.9621292114258
4198,021580001004198,1.0,,,,264.92211360931395,268.1947677612305,261.9621292114258
3033,021580001003033,1.0,,,,265.1564397489974,268.1094076808495,262.2416461027121
2018,021580001002018,1.0,,,,264.3352790860834,267.93888029646786,260.981070710773
4016,021580001004016,1.0,,,,264.95867003282376,268.10936337339194,262.1138193248625
2059,021580001002059,1.0,,,,264.35086523691814,267.95081481933596,260.99487762451173
4195,021580001004195,1.0,,,,265.66801204681394,268.62720794677733,262.9241058349609
2053,021580001002053,1.0,,,,264.3952084506941,267.87969304598823,261.1121094203533
2056,021580001002056,1.0,,,,264.35086523691814,267.95081481933596,260.99487762451173
4201,021580001004201,1.0,,,,264.92211360931395,268.1947677612305,261.9621292114258
3064,021580001003064,1.0,,,,265.0974309921264,268.2428451538086,261.95955657958984
1162,021580001001162,1.0,,,,264.776486439175,268.13563995361324,261.8556869506836
4045,021580001004045,1.0,,,,265.66801204681394,268.62720794677733,262.9241058349609
2032,021580001002032,1.0,,,,265.0170160008728,268.15979937164906,261.7432992628576
4191,021580001004191,1.0,,,,265.66801204681394,268.62720794677733,262.9241058349609
4193,021580001004193,1.0,,,,265.66801204681394,268.62720794677733,262.9241058349609
4084,021580001004084,1.0,,,,266.27333650829246,268.9534337320829,263.6851567238608
3089,021580001003089,1.0,,,,265.1633663275301,268.1139698908879,262.25712368304886
4197,021580001004197,1.0,,,,264.92211360931395,268.1947677612305,261.9621292114258
2063,021580001002063,1.0,,,,264.8395712244933,268.1091840125649,261.5392864547251
1210,021580001001210,1.0,,,,264.9909137441133,268.1763205695041,262.27264592583856
1220,021580001001220,1.0,,,,265.04566856869906,268.2023562523065,262.32954734602515
3095,021580001003095,1.0,,,,264.9744980494182,268.3021713256836,261.72167205810547
3090,021580001003090,1.0,,,,265.15045019785566,268.1054626464844,262.22826232910154
1015,021580001001015,1.0,,,,265.00322985303774,268.15204631558424,262.27198427488474
1160,021580001001160,1.0,,,,264.7622666041056,268.13407745361326,261.83654632568357
3058,021580001003058,1.0,,,,265.1534042994182,268.170231628418,262.0427551269531
3097,021580001003097,1.0,,,,264.9744980494182,268.3021713256836,261.72167205810547
1168,021580001001168,1.0,,,,265.22161211911197,268.3358207586199,262.61161364187774
2042,021580001002042,1.0,,,,264.44865472453995,267.96901381016545,261.0570113537278
3018,021580001003018,1.0,,,,265.03373883751505,268.03129711205906,261.9704881329568
