BLOCK,FIPS,date,mean_2m_air_temperature,maximum_2m_air_temperature,minimum_2m_air_temperature,temperature_2m,temperature_2m_max,temperature_2m_min
1256,020700001001256,1.0,,,,268.90477962493895,271.36649627685546,266.2859115600586
1026,020700002001026,1.0,,,,269.47023459224835,271.96051226676775,266.9004861709919
1175,020700001001175,1.0,,,,270.3493108749389,272.5928619384766,268.10070648193357
1120,020700001001120,1.0,,,,269.3078599466135,271.81386385322656,266.57147354162896
1086,020700001001086,1.0,,,,269.29288714542776,271.7604942435943,266.4495025519666
1141,020700001001141,1.0,,,,268.4928925482076,270.94154464528805,266.00155601072856
1009,020700002001009,1.0,,,,269.14760390643374,271.63987508368945,266.5604730707106
1228,020700001001228,1.0,,,,269.2730047225952,271.7431610107422,266.5484634399414
1238,020700001001238,1.0,,,,268.90477962493895,271.36649627685546,266.2859115600586
1039,020700002001039,1.0,,,,269.5182887395223,272.00123901367186,266.97359161376954
1000,020700002001000,1.0,,,,269.14297915815257,271.64627110060906,266.53545039525295
1236,020700001001236,1.0,,,,268.90477962493895,271.36649627685546,266.2859115600586
1239,020700001001239,1.0,,,,268.90477962493895,271.36649627685546,266.2859115600586
1224,020700001001224,1.0,,,,269.1634384791056,271.59622344970705,266.4671142578125
1231,020700001001231,1.0,,,,269.1634384791056,271.59622344970705,266.4671142578125
1266,020700001001266,1.0,,,,270.3493108749389,272.5928619384766,268.10070648193357
1145,020700001001145,1.0,,,,268.4710762155594,270.99750117468983,265.90994486738987
1272,020700001001272,1.0,,,,269.3235947291056,271.78522338867185,266.54627990722656
1014,020700002001014,1.0,,,,269.370977120731,271.88823658343404,266.7379023565139
1177,020700001001177,1.0,,,,270.3493108749389,272.5928619384766,268.10070648193357
1008,020700002001008,1.0,,,,269.22455923164705,271.720051795316,266.65183787518237
1135,020700001001135,1.0,,,,268.4064535532243,270.9296430288462,265.8558247774564
1132,020700001001132,1.0,,,,268.40394954681403,270.93055419921876,265.85043182373045
1244,020700001001244,1.0,,,,269.2857447942098,271.7499237060547,266.46290435791013
1007,020700002001007,1.0,,,,269.1453639348348,271.6374008178711,266.55870513916017
1037,020700002001037,1.0,,,,269.1453639348348,271.6374008178711,266.55870513916017
1069,020700001001069,1.0,,,,268.97712753361617,271.50448735131897,266.5041235194839
1006,020700002001006,1.0,,,,269.32856848677,271.8255702565231,266.7713242338441
1118,020700001001118,1.0,,,,268.95882734308867,271.40690788550154,266.3305638536538
1229,020700001001229,1.0,,,,269.1634384791056,271.59622344970705,266.4671142578125
1247,020700001001247,1.0,,,,269.2857447942098,271.7499237060547,266.46290435791013
